,online_order,book_table,votes,approx_cost(for two people),location_code,rest_type_code,cuisines_code,listed_in(type)_code
47232,0,0,576.5800000000017,1300.0,50,46,1110,0
19742,1,0,7.0,200.0,28,86,1057,2
30410,0,0,17.0,300.0,46,36,291,2
2961,1,0,58.0,400.0,4,16,617,2
48048,0,0,33.0,350.0,74,36,234,3
17929,1,0,38.0,350.0,26,73,1617,2
32174,1,0,23.0,600.0,43,16,564,1
20367,1,0,57.0,700.0,45,24,2164,2
17772,1,0,576.5800000000017,900.0,26,40,1071,2
31806,0,0,115.0,1000.0,0,24,1051,4
38651,1,0,576.5800000000017,600.0,66,24,352,4
23013,1,0,51.0,500.0,28,36,234,3
2941,1,0,36.0,250.0,85,73,1617,2
41427,0,0,193.0,500.0,54,0,234,3
43450,0,1,110.0,1300.0,79,6,1682,4
48858,0,0,12.0,1000.0,6,50,885,0
21139,1,0,157.0,450.0,30,16,509,4
34864,0,0,31.0,500.0,0,16,523,1
11053,1,0,90.0,600.0,43,16,556,4
6596,0,0,576.5800000000017,1100.0,8,68,1682,5
19313,0,1,536.0,1300.0,50,30,1954,5
50141,1,1,576.5800000000017,750.0,84,24,156,2
25369,1,0,77.0,400.0,2,73,2055,2
42021,1,0,49.0,300.0,9,14,303,4
37678,0,0,576.5800000000017,1300.0,50,46,1110,0
49226,0,0,15.0,250.0,72,36,266,2
38567,0,0,19.0,150.0,52,2,227,3
9662,0,0,15.0,500.0,0,86,1660,2
6892,1,0,86.0,300.0,54,73,370,2
45736,0,0,12.0,550.0,31,16,658,4
24411,0,0,0.0,300.0,24,86,234,2
34975,1,0,139.0,500.0,0,86,411,2
19026,0,0,46.0,250.0,16,24,1617,4
46682,0,0,0.0,200.0,5,0,227,3
26160,1,1,226.0,500.0,34,24,179,4
28170,0,0,491.0,500.0,44,37,1080,3
25332,1,0,140.0,500.0,35,73,1669,2
3800,0,0,22.0,200.0,84,73,629,1
38565,0,0,16.0,600.0,15,0,227,3
40930,1,0,143.0,300.0,54,11,299,2
18075,1,1,81.0,800.0,79,24,858,2
51387,1,0,29.0,450.0,84,37,235,4
29493,1,0,457.0,500.0,44,36,1292,2
42091,0,0,4.0,500.0,9,50,2321,4
51147,0,0,115.0,600.0,84,24,1682,4
8923,1,0,290.0,400.0,3,14,303,2
46250,1,1,576.5800000000017,1300.0,53,25,50,2
18797,0,1,289.0,600.0,26,24,1617,4
39243,1,0,28.0,300.0,81,73,345,4
9031,1,0,459.0,600.0,22,73,387,2
34138,1,0,34.0,650.0,45,24,1900,4
5280,1,0,576.5800000000017,750.0,15,20,608,2
29113,0,0,38.0,250.0,0,73,1735,4
17896,1,0,9.0,200.0,16,73,1185,2
43977,1,1,576.5800000000017,1200.0,57,70,1824,1
50432,1,1,576.5800000000017,1200.0,84,68,166,2
10994,1,1,344.0,500.0,43,24,1617,4
6823,1,0,57.0,500.0,84,73,1622,2
13678,1,1,184.0,900.0,19,25,835,2
22361,1,0,6.0,500.0,28,73,1617,2
6496,0,0,18.0,250.0,74,73,2337,4
23036,1,0,91.0,500.0,28,0,234,3
7430,1,0,175.0,600.0,84,43,1069,2
20494,0,0,34.0,150.0,0,73,1617,2
50167,1,1,88.0,300.0,84,73,2273,2
7799,0,0,6.0,300.0,9,11,292,4
30334,1,0,96.0,350.0,39,73,1853,2
4588,1,0,35.0,650.0,6,16,522,4
3075,1,0,35.0,250.0,30,73,392,2
48583,1,1,576.5800000000017,1000.0,15,26,926,4
3361,0,0,196.0,250.0,4,73,2337,4
20842,1,0,0.0,500.0,0,36,1854,2
11861,1,0,110.0,300.0,79,73,110,2
3309,0,0,26.0,700.0,4,24,2185,4
28306,1,1,576.5800000000017,1000.0,42,24,1504,4
41151,1,1,157.0,800.0,54,24,1955,2
15939,1,0,57.0,400.0,22,86,1617,2
44920,1,1,576.5800000000017,1300.0,26,24,1107,2
18360,1,0,11.0,400.0,8,24,1853,2
47330,0,0,104.0,800.0,8,16,581,1
49037,1,0,25.0,250.0,6,14,316,2
23807,0,0,29.0,150.0,30,73,2321,4
7015,1,0,511.0,350.0,84,73,1682,2
34348,0,0,0.0,200.0,39,73,1682,4
39991,1,1,91.0,1300.0,15,24,1989,2
21317,1,0,0.0,800.0,3,24,1540,4
22202,1,0,99.0,300.0,3,73,2262,2
6186,1,0,121.0,1000.0,49,25,1613,4
47097,0,0,33.0,650.0,73,24,1746,4
33826,0,0,271.0,1300.0,44,71,1036,4
2445,1,0,126.0,300.0,0,73,798,4
9937,0,1,576.5800000000017,1000.0,43,57,888,2
29790,1,0,9.0,550.0,22,24,1457,2
11006,0,1,281.0,1000.0,45,25,1034,4
36208,0,0,61.0,500.0,0,16,492,2
19065,1,0,229.0,250.0,31,77,2039,4
32165,1,1,576.5800000000017,900.0,43,26,927,1
45506,0,0,72.0,1200.0,59,37,1059,3
50515,1,0,393.0,800.0,84,24,426,2
23489,0,0,13.0,700.0,3,16,492,4
20778,0,0,8.0,700.0,0,24,1629,2
9983,0,0,83.0,400.0,30,73,1639,2
32253,1,0,193.0,300.0,44,73,2355,2
2296,0,0,97.0,1100.0,28,25,2208,4
49202,1,0,22.0,300.0,72,56,2399,2
26702,1,0,15.0,250.0,43,73,370,2
26342,1,0,21.0,300.0,2,73,734,4
10164,1,0,0.0,300.0,28,86,1116,2
18146,1,0,102.0,300.0,26,37,1080,2
30959,0,0,445.0,400.0,42,37,233,3
23622,1,0,40.0,300.0,0,73,1617,4
13295,0,1,576.5800000000017,1300.0,12,68,1237,6
24223,1,1,16.0,800.0,56,24,1704,2
42619,1,0,111.0,500.0,15,37,244,2
9407,0,0,39.0,400.0,0,73,1682,2
20074,1,0,70.0,400.0,1,37,1170,2
16223,1,1,576.5800000000017,1300.0,72,25,2160,2
19634,1,1,551.0,600.0,3,24,1736,2
9885,1,0,6.0,400.0,0,73,1682,2
42446,1,0,560.0,900.0,26,24,1794,2
13850,0,0,7.0,300.0,19,73,720,2
25884,1,0,16.0,250.0,20,73,1564,2
20501,1,0,41.0,600.0,0,86,720,2
13317,1,1,576.5800000000017,1000.0,79,25,1266,6
6143,0,1,355.0,1300.0,67,46,1917,4
1473,0,0,125.0,500.0,3,16,633,2
10846,1,0,41.0,400.0,0,73,379,4
14702,1,0,576.5800000000017,800.0,20,24,152,2
29289,1,1,576.5800000000017,600.0,44,24,1617,0
27194,1,1,457.0,1300.0,45,25,1617,2
46217,1,0,576.5800000000017,250.0,53,73,2266,2
18531,1,0,110.0,150.0,26,82,1558,3
49138,0,0,88.0,400.0,72,73,1543,2
4147,1,0,9.0,200.0,72,11,327,2
26283,1,0,35.0,300.0,21,73,1514,4
35506,1,0,42.0,250.0,0,73,1995,2
14807,1,0,9.0,500.0,20,73,2112,2
51058,1,0,576.5800000000017,1300.0,84,68,41,4
25009,1,0,10.0,300.0,2,73,345,4
27170,1,0,97.0,300.0,39,73,1443,2
4141,1,0,116.0,150.0,54,86,1486,2
23346,1,0,44.0,200.0,28,73,2321,4
28942,1,0,83.0,650.0,22,24,394,4
47288,0,0,576.5800000000017,600.0,12,16,492,1
3493,1,0,576.5800000000017,600.0,1,24,864,4
20252,1,0,144.0,550.0,30,24,1682,2
43976,0,0,576.5800000000017,900.0,57,19,499,1
17777,1,0,21.0,500.0,26,36,486,2
31410,0,0,152.0,1300.0,44,71,46,4
13847,0,0,7.0,300.0,19,73,1682,2
11992,0,0,46.0,550.0,74,24,2287,2
6048,0,1,576.5800000000017,1300.0,50,46,728,4
25562,0,0,74.0,300.0,35,23,617,2
12981,0,0,10.0,200.0,75,73,2185,4
3834,1,0,21.0,300.0,54,73,69,2
3024,1,0,33.0,600.0,28,50,1357,2
20888,1,0,37.0,400.0,30,5,244,3
37310,1,0,30.0,500.0,0,73,1654,4
20480,1,0,67.0,700.0,47,24,1617,2
47688,1,0,13.0,600.0,8,24,996,2
1861,1,0,19.0,250.0,3,83,1558,3
45729,0,0,6.0,400.0,78,73,52,4
9698,0,0,30.0,500.0,0,73,793,2
38990,1,0,169.0,250.0,74,73,1969,4
31562,0,0,82.0,200.0,45,73,763,4
29576,1,0,0.0,350.0,0,73,1617,2
37442,1,0,64.0,400.0,0,73,1430,4
38601,0,0,56.0,1300.0,49,25,200,4
50363,1,0,26.0,200.0,84,51,292,2
1509,1,1,293.0,500.0,28,24,1300,2
40668,1,0,71.0,200.0,54,73,326,2
43337,0,0,74.0,400.0,66,16,668,4
35795,1,1,576.5800000000017,800.0,30,16,602,2
43880,0,0,45.0,1300.0,66,57,1229,5
25153,0,0,12.0,1000.0,35,6,1682,5
1304,1,0,116.0,400.0,28,24,858,2
26603,1,0,506.0,600.0,44,16,552,1
13868,0,0,12.0,200.0,19,73,1116,2
14346,0,0,14.0,100.0,19,73,2321,4
38901,0,0,12.0,1300.0,66,46,2320,4
49559,1,0,15.0,400.0,72,11,301,3
15363,1,1,576.5800000000017,1300.0,15,70,2044,3
7811,1,0,544.0,450.0,9,0,227,4
42810,0,0,301.0,250.0,50,73,2280,2
3010,1,0,0.0,250.0,30,11,318,2
29456,1,0,326.0,500.0,44,24,52,2
32854,1,0,473.0,500.0,43,24,2280,2
39907,1,0,25.0,450.0,81,24,1682,2
37209,0,0,84.0,500.0,0,24,1660,4
44825,1,1,258.0,500.0,31,24,1922,2
38994,0,0,9.0,300.0,74,73,345,4
44708,1,1,576.5800000000017,1200.0,57,70,1824,6
45638,0,1,172.0,1300.0,59,46,860,4
10996,1,0,508.0,1000.0,28,23,647,4
4552,1,0,555.0,1300.0,6,24,1563,4
17698,1,0,9.0,500.0,26,86,1374,2
27386,1,0,13.0,600.0,45,24,1923,2
45470,0,0,43.0,500.0,16,36,1682,2
10816,0,0,24.0,300.0,0,73,1806,4
24813,0,0,11.0,400.0,34,73,2374,4
49063,1,0,86.0,200.0,6,73,2321,2
4664,1,1,341.0,1000.0,6,16,540,4
29772,1,0,0.0,300.0,22,73,2195,2
29531,1,0,462.0,600.0,16,24,1714,2
37755,1,0,118.0,500.0,50,17,513,1
23574,1,0,158.0,300.0,3,73,1682,4
48779,0,0,576.5800000000017,1300.0,49,29,1563,5
37942,1,0,576.5800000000017,750.0,15,20,608,2
21701,0,0,10.0,150.0,0,75,1418,4
33466,0,0,31.0,400.0,42,36,2265,2
20037,1,0,12.0,150.0,4,73,303,2
3069,0,0,0.0,450.0,3,73,1794,2
15399,1,0,69.0,700.0,20,24,1617,4
17049,1,0,86.0,500.0,22,24,864,4
31983,1,1,576.5800000000017,1300.0,43,29,991,5
19109,1,0,166.0,600.0,16,73,2074,4
40673,0,0,16.0,400.0,54,73,1617,2
3480,0,0,284.0,450.0,30,24,1794,4
37476,0,0,10.0,150.0,0,73,2211,4
21996,1,0,248.0,400.0,47,73,1853,2
2421,0,0,23.0,300.0,7,73,2211,4
631,1,0,388.0,650.0,1,24,435,4
16301,1,1,344.0,1000.0,6,16,540,2
3380,0,0,280.0,150.0,4,73,2185,4
23671,1,0,42.0,800.0,0,73,1671,4
18314,1,0,16.0,300.0,59,73,1660,2
11649,1,0,122.0,600.0,66,16,526,1
8602,1,0,49.0,600.0,3,16,492,2
40027,1,0,24.0,250.0,53,37,1323,3
10348,1,0,0.0,200.0,45,0,227,3
37941,1,0,111.0,500.0,15,37,244,2
33111,1,0,6.0,600.0,26,24,2284,2
15993,0,0,194.0,200.0,22,37,1323,2
3462,1,1,576.5800000000017,800.0,1,24,1928,4
38683,1,1,576.5800000000017,1300.0,50,24,204,4
13112,1,0,20.0,500.0,15,16,530,4
14755,1,0,59.0,500.0,26,0,227,2
39984,1,0,30.0,400.0,87,16,492,2
47392,1,0,576.5800000000017,450.0,62,43,1067,2
4706,1,0,4.0,300.0,6,73,1617,4
33969,1,1,576.5800000000017,1300.0,42,68,1234,4
21148,0,0,135.0,300.0,30,73,2266,4
13363,0,1,73.0,1200.0,74,6,1005,6
25547,1,0,576.5800000000017,600.0,56,24,86,2
5104,1,0,576.5800000000017,750.0,15,20,608,1
49029,1,0,0.0,200.0,6,36,12,2
35434,1,0,97.0,300.0,39,73,1443,2
19478,1,1,49.0,300.0,0,16,523,1
45439,0,0,64.0,300.0,78,83,1558,2
20365,1,0,10.0,600.0,3,36,1682,2
12803,0,1,258.0,1300.0,50,25,2385,4
44875,1,1,576.5800000000017,600.0,26,26,2065,2
1895,0,0,0.0,300.0,3,36,227,3
49893,1,0,26.0,500.0,6,73,1669,4
21663,0,0,5.0,400.0,0,73,1617,4
24718,1,1,448.0,500.0,34,24,864,4
18020,1,0,0.0,300.0,59,24,2016,2
37122,1,0,42.0,400.0,0,73,1190,4
20045,1,0,138.0,300.0,0,73,2031,2
33246,0,0,20.0,600.0,16,2,234,2
15028,1,0,59.0,300.0,14,83,1187,2
7756,0,1,576.5800000000017,1200.0,9,71,961,4
42208,1,1,570.0,1200.0,74,24,807,0
24224,1,0,119.0,750.0,34,24,392,2
6975,1,0,178.0,400.0,84,73,1854,2
8584,1,0,63.0,350.0,0,73,1430,2
31138,1,0,576.5800000000017,700.0,43,24,1933,4
27204,1,0,11.0,300.0,43,2,234,2
17171,1,0,236.0,400.0,22,73,1923,4
30153,1,0,30.0,300.0,0,73,1786,2
40286,0,0,62.0,450.0,73,24,1982,4
18033,1,0,39.0,400.0,26,0,234,2
22470,1,1,576.5800000000017,800.0,28,16,594,2
1638,0,0,9.0,200.0,3,0,234,2
4418,0,0,0.0,1000.0,72,24,2246,2
30236,1,0,20.0,400.0,3,73,2266,2
50143,1,0,56.0,300.0,84,36,461,2
43837,0,1,576.5800000000017,1300.0,8,72,12,5
5819,1,0,9.0,500.0,8,0,244,3
3453,0,0,576.5800000000017,350.0,30,73,2196,4
27836,0,0,576.5800000000017,700.0,44,16,537,2
20257,1,0,510.0,1000.0,28,23,647,2
41591,0,0,53.0,1300.0,54,57,951,4
40360,1,0,215.0,400.0,63,73,392,4
30012,1,0,12.0,250.0,18,73,1682,2
9809,1,0,109.0,400.0,44,86,1382,2
29555,1,0,68.0,300.0,0,73,52,2
43911,0,1,576.5800000000017,1300.0,77,25,5,6
28780,0,0,34.0,300.0,45,73,1782,4
20866,0,0,369.0,200.0,30,37,1318,3
5085,0,0,74.0,500.0,77,16,545,1
50108,1,0,186.0,600.0,84,43,1069,1
47664,1,0,121.0,500.0,50,17,513,2
36258,0,0,5.0,500.0,41,36,905,2
37176,1,0,48.0,350.0,85,73,1617,4
42742,1,0,74.0,650.0,8,16,505,2
2899,1,0,388.0,650.0,1,24,435,2
44743,0,0,0.0,900.0,59,16,617,1
2180,0,0,11.0,250.0,3,73,1617,4
39707,1,0,23.0,450.0,87,73,1682,2
6615,0,0,576.5800000000017,1300.0,49,57,1545,5
8960,1,0,8.0,500.0,28,85,234,2
27513,1,0,10.0,300.0,22,73,1212,2
43852,1,1,498.0,1300.0,77,7,1563,5
5933,0,0,22.0,1100.0,81,20,610,3
39223,1,0,10.0,400.0,52,73,2282,4
8304,1,0,100.0,700.0,0,16,679,1
23038,1,0,21.0,200.0,28,37,1323,3
11435,1,0,15.0,600.0,3,24,1682,4
19554,1,0,174.0,450.0,0,24,69,2
50784,0,0,0.0,400.0,84,73,1617,2
10666,1,0,24.0,350.0,0,73,1116,4
9295,1,1,402.0,800.0,22,24,2201,2
24854,0,0,111.0,1300.0,35,24,1096,4
19575,1,0,49.0,300.0,28,73,459,2
18877,1,1,340.0,800.0,26,73,918,4
49416,0,0,53.0,600.0,6,86,1923,2
40275,0,0,273.0,1300.0,73,57,930,4
6267,0,0,11.0,700.0,12,16,617,4
27342,1,0,33.0,250.0,44,83,1551,2
34919,1,0,283.0,400.0,43,37,1323,2
42162,1,1,576.5800000000017,1300.0,50,24,1969,0
26323,0,0,24.0,400.0,2,54,1543,4
15361,0,0,7.0,300.0,14,5,227,3
49957,1,0,9.0,600.0,6,24,1116,4
9701,1,0,62.0,650.0,30,76,766,2
32972,1,1,576.5800000000017,1200.0,26,24,1617,2
28328,1,1,466.0,800.0,42,16,580,4
49507,0,0,79.0,400.0,6,73,1221,2
46231,1,0,576.5800000000017,450.0,62,43,1067,2
9272,1,0,11.0,200.0,0,11,1401,2
16688,1,0,19.0,400.0,6,73,2035,2
8460,1,0,177.0,300.0,0,73,1682,2
31666,1,0,0.0,300.0,44,73,720,4
41759,1,0,5.0,600.0,54,73,2057,4
46232,1,0,335.0,450.0,63,24,2283,2
47469,1,0,313.0,700.0,74,24,1602,2
13942,1,0,25.0,300.0,19,36,1660,2
32772,1,1,576.5800000000017,1300.0,43,25,1733,2
38248,0,0,24.0,300.0,81,73,2266,2
22052,1,0,128.0,500.0,47,24,2232,2
50931,1,0,39.0,150.0,84,0,244,3
37832,1,0,57.0,150.0,81,73,805,2
12196,1,0,21.0,450.0,20,16,492,2
40949,1,0,178.0,200.0,33,73,2185,2
288,1,0,6.0,100.0,4,73,2337,2
27136,1,0,6.0,350.0,44,73,1135,2
39003,1,0,94.0,300.0,8,73,2211,4
1418,1,0,22.0,400.0,3,36,1617,2
51664,1,1,548.0,1300.0,84,71,1231,5
17288,1,0,42.0,200.0,22,73,2185,4
33688,0,0,140.0,200.0,45,82,2344,3
41480,0,0,6.0,300.0,54,11,296,3
45137,1,0,576.5800000000017,1000.0,26,19,643,2
28623,0,0,46.0,600.0,39,16,556,4
2852,1,0,576.5800000000017,200.0,30,73,2013,2
3111,0,0,147.0,400.0,30,37,1057,2
38617,0,0,576.5800000000017,800.0,66,24,52,4
40932,1,0,19.0,150.0,33,73,2185,2
33321,0,0,0.0,300.0,0,73,1469,2
46072,0,1,576.5800000000017,1300.0,16,72,1021,5
30106,1,0,101.0,700.0,0,16,679,2
47963,0,0,140.0,600.0,12,24,1617,2
42952,0,0,8.0,450.0,8,73,1617,2
27656,1,0,26.0,700.0,0,24,1688,2
15398,1,0,576.5800000000017,800.0,20,24,152,4
15003,1,0,30.0,400.0,79,73,832,2
32339,1,0,8.0,600.0,0,36,1682,2
25783,0,0,0.0,300.0,2,73,1617,2
12007,0,0,10.0,350.0,50,73,1704,2
22448,1,0,129.0,400.0,0,73,1682,2
35809,1,0,7.0,250.0,7,73,1682,2
33510,0,0,17.0,300.0,46,36,291,2
30747,0,0,61.0,500.0,44,73,117,2
7825,1,0,8.0,400.0,9,73,1818,4
31985,0,1,576.5800000000017,1300.0,43,65,892,5
36247,0,0,13.0,300.0,0,73,1740,2
7128,1,0,576.5800000000017,1100.0,84,24,843,2
24618,0,0,60.0,500.0,34,37,244,3
4546,1,0,24.0,400.0,54,0,234,3
13474,1,0,14.0,250.0,19,73,2266,2
13168,0,0,13.0,400.0,74,73,1794,4
1818,1,0,0.0,400.0,28,73,22,2
25709,1,0,16.0,200.0,2,73,1144,2
642,1,0,286.0,500.0,1,73,474,4
15317,0,0,142.0,500.0,20,0,227,3
40176,0,0,62.0,350.0,53,73,2257,4
51441,0,0,13.0,250.0,84,73,2185,4
37951,1,0,32.0,200.0,79,73,2304,2
32226,1,1,576.5800000000017,900.0,0,16,569,1
16129,0,0,5.0,450.0,22,73,2235,2
48939,1,0,78.0,500.0,6,2,234,2
3826,1,0,258.0,700.0,72,24,2031,2
3965,1,1,25.0,500.0,22,24,1654,2
18045,0,0,149.0,300.0,26,37,1077,2
39913,1,0,10.0,300.0,86,73,2196,2
7126,1,0,63.0,400.0,84,13,1068,2
27397,1,0,6.0,200.0,18,73,798,2
19633,1,0,103.0,300.0,0,73,746,2
23947,1,0,189.0,100.0,34,73,2185,2
13556,1,1,426.0,900.0,19,24,1725,2
20487,1,0,464.0,300.0,0,73,798,2
13078,1,0,430.0,550.0,20,24,1596,4
22848,0,0,147.0,400.0,30,37,1057,2
4774,0,0,6.0,150.0,6,73,345,4
12382,1,0,576.5800000000017,550.0,8,77,472,3
45741,1,0,576.5800000000017,500.0,31,73,474,4
48466,0,0,76.0,200.0,50,73,2185,4
11918,1,0,13.0,350.0,67,73,1974,2
19238,0,0,6.0,250.0,60,73,1682,4
20264,0,0,335.0,600.0,30,24,1617,2
12398,0,0,98.0,400.0,79,37,227,3
49095,1,0,576.5800000000017,750.0,6,24,1950,2
12336,1,0,95.0,650.0,27,19,539,2
49546,1,0,138.0,500.0,72,16,492,3
10131,1,0,0.0,400.0,0,73,738,2
21473,0,0,16.0,200.0,85,73,2324,4
8039,1,0,31.0,300.0,54,73,1126,4
42763,0,0,27.0,300.0,50,73,1913,2
23078,0,0,9.0,250.0,3,50,1335,3
25357,1,0,57.0,500.0,24,36,885,2
17518,0,0,51.0,1300.0,7,6,1246,6
4749,0,0,7.0,200.0,6,73,2185,4
39523,1,0,576.5800000000017,700.0,57,16,493,2
18645,1,0,289.0,800.0,26,24,376,4
3925,1,1,576.5800000000017,1300.0,6,25,49,2
26946,1,0,34.0,400.0,22,86,341,2
22083,1,0,69.0,200.0,30,73,2031,2
17972,1,0,253.0,500.0,31,24,1441,2
25715,1,0,12.0,150.0,34,36,2321,2
10404,1,1,576.5800000000017,800.0,0,24,432,4
17094,1,0,76.0,700.0,22,24,798,4
2304,0,0,177.0,950.0,28,24,1719,4
31736,1,0,117.0,600.0,0,24,1660,4
10552,1,0,576.5800000000017,300.0,0,73,2280,4
49718,1,0,20.0,800.0,72,73,1865,4
29050,0,0,39.0,1200.0,0,6,1229,4
35403,1,0,62.0,400.0,30,73,447,2
10645,0,0,87.0,250.0,0,73,1116,4
7445,1,0,16.0,200.0,54,14,328,2
10810,0,0,6.0,250.0,0,73,2195,4
44784,1,0,128.0,600.0,26,16,617,1
13725,0,0,18.0,450.0,19,24,70,2
34815,1,0,16.0,500.0,43,16,564,1
12347,1,0,11.0,300.0,43,73,1521,2
14461,0,0,7.0,200.0,19,73,1617,4
11696,1,0,75.0,300.0,20,73,1617,2
16259,1,0,206.0,400.0,22,37,1323,2
32429,1,0,131.0,300.0,26,37,1057,2
4476,0,0,20.0,500.0,6,0,234,3
16684,1,0,4.0,300.0,6,73,1617,2
2872,1,0,75.0,200.0,1,23,700,2
48636,0,0,33.0,400.0,14,73,2221,4
1052,1,1,576.5800000000017,1000.0,28,24,214,2
5216,1,0,30.0,200.0,20,73,2185,2
13663,1,0,19.0,700.0,19,24,1617,2
35634,1,0,79.0,800.0,45,37,1323,2
18435,0,0,9.0,400.0,59,86,234,2
3542,1,0,232.0,400.0,30,73,2211,4
42174,0,1,165.0,1300.0,79,46,19,0
19596,1,1,206.0,700.0,28,73,2074,2
5111,0,0,10.0,200.0,13,16,492,1
16912,1,0,48.0,500.0,22,36,234,3
41156,1,0,8.0,200.0,54,0,234,2
1361,1,0,19.0,300.0,36,73,2266,2
10093,0,0,12.0,200.0,43,73,212,2
44497,1,0,67.0,250.0,57,16,702,4
21998,1,0,354.0,400.0,28,73,1806,2
36963,1,0,26.0,300.0,46,73,720,4
5077,0,0,22.0,350.0,50,14,298,1
1679,1,0,0.0,400.0,0,73,738,2
34043,1,0,515.0,750.0,45,24,794,4
14639,1,0,432.0,700.0,79,17,671,1
36857,1,0,214.0,700.0,44,24,1542,4
10920,1,0,576.5800000000017,550.0,43,24,197,4
50419,1,0,32.0,400.0,84,0,1059,2
31478,0,0,0.0,100.0,45,73,2195,4
24325,0,0,0.0,150.0,34,14,322,2
22966,1,0,48.0,200.0,28,73,1794,2
8215,1,0,146.0,600.0,84,50,788,4
31828,1,0,17.0,300.0,0,73,1682,4
34373,0,0,14.0,400.0,43,73,978,4
3349,1,0,47.0,200.0,4,73,2185,4
7336,1,0,26.0,200.0,54,73,2045,2
41641,0,1,32.0,1200.0,54,24,923,4
48296,0,0,190.0,600.0,77,6,1229,4
27629,1,0,175.0,450.0,22,36,798,2
40287,0,0,83.0,650.0,73,24,373,4
48089,0,0,10.0,100.0,14,37,227,3
20673,0,0,17.0,200.0,0,73,1682,2
19149,0,1,117.0,1300.0,79,24,906,4
8231,0,0,10.0,500.0,84,73,474,4
15044,1,0,34.0,300.0,15,37,1077,2
25191,1,0,17.0,600.0,2,16,492,1
8611,1,1,576.5800000000017,800.0,0,24,995,2
1815,1,0,186.0,500.0,28,16,500,2
21878,1,0,20.0,300.0,3,37,1080,2
17481,1,0,53.0,100.0,39,73,1116,4
34623,0,0,34.0,650.0,0,73,1382,4
9167,0,0,17.0,200.0,0,73,1682,2
10422,1,0,245.0,400.0,0,73,280,4
50530,1,1,576.5800000000017,1000.0,84,24,1907,2
31973,0,0,63.0,500.0,0,16,492,4
36718,0,0,576.5800000000017,1200.0,43,24,1682,4
49223,1,0,13.0,600.0,6,24,1747,2
18803,0,1,576.5800000000017,1100.0,26,24,1917,4
24646,1,1,506.0,650.0,24,16,642,3
14214,0,0,26.0,450.0,19,24,1682,4
47790,0,0,576.5800000000017,700.0,67,24,416,2
513,0,0,7.0,500.0,1,37,1057,3
2166,0,0,0.0,400.0,3,73,2266,4
47359,1,0,133.0,150.0,46,11,1409,2
1139,1,0,166.0,750.0,3,36,2055,2
18464,1,0,4.0,400.0,79,73,2211,2
25690,0,0,0.0,200.0,2,73,51,2
50518,1,0,8.0,400.0,84,56,1116,2
21520,1,0,24.0,600.0,1,24,1682,4
3535,0,1,235.0,1000.0,30,24,1482,4
34516,1,1,126.0,900.0,22,24,1936,4
30478,1,0,30.0,500.0,0,73,1654,2
33627,1,0,48.0,400.0,22,73,1126,2
47555,1,1,576.5800000000017,1300.0,77,25,191,2
40488,0,0,576.5800000000017,1300.0,53,68,1255,6
47695,0,0,74.0,400.0,66,16,668,2
2983,1,0,223.0,500.0,0,36,1682,2
16711,0,0,23.0,450.0,22,73,1617,2
666,0,0,88.0,250.0,1,73,2185,4
14129,0,0,57.0,1000.0,19,24,1683,4
31416,0,0,17.0,300.0,45,16,617,4
45726,0,0,8.0,600.0,78,25,1853,4
14077,1,0,94.0,400.0,19,24,950,4
50043,1,0,373.0,600.0,6,24,1924,4
48166,1,1,576.5800000000017,1300.0,49,48,1394,4
9948,1,0,0.0,250.0,0,73,1969,2
37541,0,1,516.0,1300.0,43,72,1012,5
34918,1,0,99.0,400.0,46,0,234,2
3477,1,1,576.5800000000017,1200.0,30,25,1366,4
9126,1,0,0.0,300.0,45,86,1958,2
20106,1,0,95.0,700.0,0,36,1995,2
38429,1,0,6.0,300.0,45,36,720,2
46310,1,0,75.0,200.0,5,73,2185,2
44759,1,1,576.5800000000017,1000.0,26,26,926,1
19161,1,0,8.0,350.0,59,73,1853,4
15286,0,0,0.0,300.0,75,73,1704,2
35524,1,1,576.5800000000017,1200.0,43,6,961,2
27768,1,0,4.0,500.0,44,86,1116,2
50656,0,0,0.0,200.0,84,73,1682,2
27262,1,0,6.0,150.0,22,86,1853,2
4068,1,0,258.0,500.0,6,73,474,2
12896,0,0,75.0,150.0,14,73,2185,4
15366,1,0,576.5800000000017,750.0,15,20,608,3
41153,1,0,576.5800000000017,700.0,54,24,416,2
15655,0,1,315.0,800.0,50,16,581,4
12407,0,0,23.0,200.0,8,0,227,3
16216,1,0,18.0,400.0,22,0,234,2
21103,1,0,210.0,400.0,30,24,2282,4
17556,0,1,405.0,1300.0,59,24,110,0
32219,0,0,17.0,300.0,45,16,617,1
11898,1,0,73.0,350.0,66,37,1063,2
39208,0,0,4.0,800.0,52,25,1719,4
4971,1,1,322.0,1200.0,72,30,3,6
26003,1,0,576.5800000000017,750.0,35,24,1950,4
10562,1,0,441.0,500.0,0,73,1669,4
48752,0,0,22.0,1000.0,79,24,720,4
37124,0,1,171.0,1100.0,0,6,1229,4
10332,0,0,0.0,100.0,42,37,1090,3
26749,1,0,260.0,500.0,0,24,61,2
32346,1,0,576.5800000000017,500.0,0,73,1894,2
46679,1,0,75.0,350.0,5,37,1057,3
45454,0,0,7.0,600.0,26,16,556,2
10636,1,0,61.0,300.0,0,73,1182,4
21672,1,0,11.0,250.0,0,73,1617,4
707,1,0,12.0,300.0,1,73,345,4
6774,0,1,54.0,1100.0,84,24,1797,0
