cuisines,cuisines_code
"American, Mexican, BBQ",36
"Kebab, Fast Food",1422
"Chinese, Thai, Nepalese, Tibetan",866
"South Indian, Chettinad, Chinese",2206
"Arabian, North Indian, Biryani, Kebab",150
"Chinese, Fast Food, Seafood, Momos",773
"Cafe, Turkish",709
"Cafe, Continental, North Eastern, Chinese, Fast Food",593
"South Indian, Fast Food, Chinese, North Indian",2237
"BBQ, Seafood, Fast Food",226
"Chinese, Momos, Seafood",790
"Juices, Beverages, Pizza, Fast Food",1405
"Fast Food, Pizza, Sandwich",1203
"Rajasthani, Gujarati, North Indian",2093
"Bar Food, Asian, European, Mediterranean",263
"American, Continental, Pizza",20
"Biryani, Mughlai, Andhra",404
"South Indian, Chinese, North Indian, Biryani",2223
"Chinese, Asian, American, Seafood",727
"Desserts, Fast Food, Beverages",1078
"Fast Food, Arabian, North Indian",1121
"Kerala, Biryani, Seafood, North Indian",1436
"North Indian, Asian, South Indian, Italian, European",1638
"Cafe, American, Burger",495
"Cafe, American, European",502
"Cafe, Coffee",554
"Cafe, Burger, Fast Food, Desserts",537
"Cafe, Continental, Chinese, Italian",572
"Cafe, Desserts, Bakery",609
"Cafe, Chinese, Pizza, North Indian, Burger",552
"Bihari, North Indian",342
"Cafe, Continental, Coffee",574
"Continental, Chinese, Fast Food, Beverages",932
"Bakery, Continental, Sandwich, Beverages, Desserts",233
"South Indian, Chinese, Seafood",2230
"Salad, Greek, Mediterranean",2124
"Bengali, Street Food",291
"North Indian, Chinese, Italian, Street Food, Desserts",1750
"Chinese, Continental, North Indian, Italian, Seafood",754
"Bengali, Bihari",267
"Chinese, Biryani, Pizza, Italian, North Indian",739
"Juices, Sandwich",1415
"Salad, Healthy Food, Fast Food",2126
"Chinese, North Indian, Andhra, Seafood",799
"Arabian, Biryani, North Indian, Chinese, Fast Food",117
"Continental, North Indian, Pizza, BBQ",1028
"Continental, South Indian, Italian, North Indian, Chinese",1044
"Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian",1012
"American, Continental, North Indian, Salad",18
"Asian, Burger, Pizza, Chinese, Finger Food",170
"American, Continental, Chinese",14
"Continental, North Indian, Chinese, American",1006
"Continental, American, Pizza, BBQ",895
"Chinese, Tibetan, North Indian",877
"Continental, Pizza, Burger",1036
"North Indian, South Indian, Chinese, Continental, Italian",1991
"American, Pizza, Burger",46
"Bengali, Chinese, North Indian, Oriya",272
"Arabian, Lebanese, Chinese",133
"North Indian, Kebab, Mughlai",1895
"Sandwich, Pizza, Salad",2139
"North Indian, South Indian, Continental, Asian",2009
"Finger Food, Continental, Pizza, Asian, North Indian",1244
"European, Mediterranean, Salad",1112
"Bakery, Fast Food, Beverages",245
"South Indian, North Indian, Continental, European",2285
"South Indian, Seafood, Biryani",2300
"North Indian, Fast Food, Kebab, Rolls, Beverages",1862
"North Indian, Chinese, Rolls, Fast Food",1786
"Fast Food, Street Food, North Indian, Biryani",1226
"Italian, Continental, Chinese, Thai, American, Arabian",1358
"Burger, Juices",481
"Chinese, Momos, Nepalese, Tibetan",789
"Biryani, Kerala, Mughlai, Arabian, North Indian, Juices",399
"Cafe, Salad, Healthy Food, Mexican",693
"Tea, Fast Food, Beverages, Sandwich",2376
"Biryani, Chettinad, Chinese",357
"Continental, Finger Food, Pizza, North Indian, Bar Food",964
"North Indian, Continental, Japanese, Chinese, South Indian",1841
"North Indian, Italian, Chinese, Japanese",1882
"Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",579
"Desserts, Cafe, Beverages, Burger, Fast Food",1072
"Fast Food, Street Food, Juices",1224
"Pizza, Burger, Coffee, Beverages",2062
"North Indian, South Indian, Chinese, Street Food, Beverages",2005
"North Indian, Mughlai, Chinese, Beverages",1930
"Fast Food, Burger, Beverages, Cafe, Desserts",1140
"North Indian, Chinese, Street Food, Beverages",1807
"North Indian, Mughlai, Chinese, Continental",1931
"Chinese, Thai, North Indian, South Indian, Continental",867
"Mughlai, Chinese",1587
"South Indian, North Indian, Chinese, Rolls, Fast Food",2278
"North Indian, Mughlai, Kebab",1942
"South Indian, Seafood, Kerala, Biryani",2301
"Bar Food, North Indian",264
"Chinese, Finger Food",774
"Continental, Desserts, Italian, Japanese, Mexican",945
"South Indian, Chinese, North Indian, Beverages",2222
"Mangalorean, Chinese, North Indian, Seafood",1509
"North Indian, South Indian, Chinese, Desserts, Street Food",1994
"Italian, Salad, Mediterranean",1391
"Continental, North Indian, Italian, Chinese",1023
"Pizza, Biryani, North Indian, South Indian",2060
"Seafood, North Indian, Chinese, Continental, Mangalorean",2174
"Cafe, North Indian, Street Food",685
"Desserts, Cafe, Continental",1073
"Cafe, Continental, Steak, Italian",604
"Cafe, Beverages, Healthy Food",528
"Continental, Italian, Cafe",973
"Continental, Cafe, Italian, North Indian",928
"Fast Food, Healthy Food",1174
"North Indian, Chinese, Street Food, Mithai",1811
"South Indian, Chinese, North Indian, Desserts, Continental",2224
"South Indian, Hyderabadi",2245
"North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani",1975
"Cafe, American, Asian, European, Steak, Salad, Desserts",493
"North Indian, Chinese, South Indian, Juices",1800
"North Indian, Chinese, Mughlai, Hyderabadi",1772
"American, Tex-Mex, Burger, BBQ, Mexican",50
"North Indian, Chinese, South Indian, Beverages",1795
"Fast Food, Continental, Chinese",1164
"Portuguese, Wraps, Burger, Salad",2090
"North Indian, Continental, Cafe",1824
"Ice Cream, Juices, Fast Food",1337
"Desserts, Sandwich, Pizza, Burger",1092
"Chinese, North Indian, Momos, Biryani",821
"Fast Food, Street Food, Momos",1225
"Vietnamese, Thai, Burmese, Japanese",2409
"North Indian, Biryani, Arabian",1657
"Cafe, Mexican, Italian, Pizza",675
"North Indian, Street Food, Kebab",2038
"Andhra, Kerala, South Indian",83
"South Indian, Seafood",2299
"Italian, American, Asian, Continental, Mexican, Momos",1342
"Healthy Food, Salad, Fast Food",1296
"Kerala, Biryani, North Indian, Chettinad",1435
"Rolls, Mughlai",2110
"Continental, European, Mediterranean, Cafe, Steak",949
"North Indian, Street Food, Pizza, Burger, Sandwich",2042
"Fast Food, Beverages, Momos",1130
"Fast Food, Beverages, Ice Cream",1128
"Mangalorean, Chinese, North Indian, Biryani",1508
"Cafe, Continental, American",557
"South Indian, North Indian, Chinese, Bakery, Desserts",2267
"Maharashtrian, Street Food",1502
"North Indian, Arabian, Fast Food, Chinese",1631
"Bakery, Cafe, Desserts",231
"Chinese, Street Food, Rolls",856
"Continental, American, Chinese, Finger Food",890
"Cafe, Italian, Pizza, Continental",665
"North Indian, South Indian, Seafood, Chinese",2027
"Kebab, Hyderabadi, Biryani, Charcoal Chicken",1423
"Juices, Sandwich, Burger, Beverages, Continental",1416
"North Indian, Mangalorean, Seafood",1909
"South Indian, Biryani, North Indian, Chinese",2202
"Momos, Street Food, Rolls",1576
"Cafe, Healthy Food, South Indian",641
"Chinese, Continental, North Indian, South Indian",758
"Kerala, North Indian, Chinese, Rolls, Juices",1456
"North Indian, Mughlai, Chinese, Seafood, South Indian",1935
"South Indian, North Indian, Seafood, Chinese",2294
"North Indian, Mughlai, Biryani, Chinese, Kebab",1925
"Biryani, Chinese, Hyderabadi, North Indian, South Indian",366
"Chinese, Thai, Seafood, Malaysian",870
"North Indian, Chinese, Arabian, Kebab",1693
"Thai, Chinese, Momos",2383
"Seafood, Chinese, North Indian, South Indian",2155
"Seafood, North Indian, Mangalorean",2175
"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",1520
"Mangalorean, Chinese, Seafood, North Indian",1510
"Andhra, North Indian, Chinese, Mangalorean",91
"Turkish, Fast Food, Biryani, Chinese",2405
"Biryani, Chinese, North Indian, Mangalorean",373
"Fast Food, Chinese, Street Food",1160
"Fast Food, Burger, Rolls, Salad",1147
"Mithai, Gujarati",1552
"Japanese, Thai, Chinese, Korean",1400
"German, European, Pizza, American, North Indian, Chinese",1262
"Lebanese, Mediterranean, Afghan",1489
"Italian, American, North Indian",1345
"Chinese, North Indian, South Indian, Street Food, Fast Food",833
"Finger Food, North Indian, Italian",1255
"Finger Food, Chinese, North Indian",1235
"North Indian, Sindhi, Seafood",1968
"Beverages, Rolls",332
"South Indian, Street Food, Fast Food",2309
Momos,1571
"North Indian, Lebanese, Rolls",1901
"Modern Indian, North Indian",1569
"Kerala, Mangalorean, Maharashtrian, Goan, Seafood",1450
"North Indian, South Indian, Fast Food, Chinese",2012
"North Indian, Kashmiri, Mughlai",1889
"Finger Food, Continental, North Indian, Italian, Japanese",1242
"Pizza, North Indian, Modern Indian",2085
"North Indian, Chinese, Street Food, Juices",1810
"Chinese, Bengali",733
"Andhra, South Indian, Biryani, North Indian, Mangalorean",102
"North Indian, Chinese, South Indian, Mughlai",1802
"South Indian, Chinese, Beverages",2212
"Continental, North Indian, Chinese, BBQ",1009
"Modern Indian, Continental, North Indian",1566
"Pizza, North Indian, Finger Food, Bar Food",2084
"Mughlai, North Indian, Continental",1605
"Continental, Burger, South Indian, Sandwich, Italian, Pizza, North Indian, Chinese",923
"Cafe, Chinese, North Indian, Fast Food",551
"Cafe, Pizza, Continental, South Indian",687
"Bakery, Desserts, Cafe",236
"Burger, Juices, Beverages, Fast Food, Cafe, Chinese, Coffee",482
"North Indian, Chinese, Mughlai, Desserts",1771
"Continental, North Indian, Chinese, Lebanese",1015
"Continental, Biryani, Pizza, North Indian, Chinese, Momos, Andhra, Kebab",915
"Momos, Chinese, Fast Food",1573
"Burger, Fast Food, Desserts",476
"Biryani, Bengali",354
"Hyderabadi, Biryani, North Indian, Chinese",1309
"Continental, Desserts, Beverages, Mexican",944
"North Indian, Chinese, Continental, Italian, South Indian",1724
"North Indian, South Indian, Juices",2018
"Bengali, Oriya",285
"Fast Food, Chinese, Burger, Hot dogs",1154
"European, Asian, North Indian",1100
"North Indian, Continental, Mughlai, Andhra",1844
"North Indian, Chinese, South Indian, Rolls",1803
"Chinese, Thai, Seafood, Momos",871
"Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese",137
"North Indian, Chinese, Arabian, BBQ, Middle Eastern",1689
"BBQ, Mughlai, Biryani",222
"Bengali, North Indian, Chinese, Rolls",283
"South Indian, Chinese, Kerala",2220
"Chettinad, South Indian, North Indian",719
"North Indian, Chinese, Bengali, Fast Food",1702
"Bakery, Cafe, Burger, Fast Food",230
"North Indian, Biryani, Chinese, Rolls",1665
"Mughlai, Chinese, Kerala",1589
"Continental, North Indian, Chinese, Bengali",1010
"Biryani, Chinese, North Indian, Momos",374
"North Indian, Bengali, Oriya, Chinese",1648
"BBQ, Rolls",225
"North Indian, Chinese, Continental, Biryani",1721
"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",718
"BBQ, Beverages, Burger, Rolls, Tea",215
"Andhra, Biryani, North Indian, Beverages",60
"Fast Food, Continental, Burger",1163
"Fast Food, Biryani, Chinese",1134
"North Indian, Chinese, Oriya, Mithai",1778
"Beverages, Burger",296
"Continental, North Indian, Asian",1001
"North Indian, Mughlai, Lucknowi",1943
"Continental, BBQ, Steak",910
"Continental, Thai, North Indian, Chinese",1055
"North Indian, Bengali, Chinese, Beverages",1646
"Biryani, North Indian, Chinese, Kebab",421
"North Indian, Fast Food, Desserts, Beverages",1861
"Oriya, South Indian, Fast Food",2052
"Fast Food, Burger, Beverages",1139
"Bakery, Fast Food, Beverages, Desserts",246
"Ice Cream, Pizza, Beverages",1338
"Fast Food, Chinese, Lebanese",1156
"North Indian, Chinese, Mughlai, Kebab",1773
"Lucknowi, Mughlai",1497
"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",1277
"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",993
"North Indian, Mexican, Continental, Street Food",1912
"Cafe, Healthy Food, North Indian, Biryani, Continental, Desserts",636
"Coffee, South Indian",883
"Continental, Asian, South Indian, North Indian",907
"Cafe, Italian, American, Continental",644
"Cafe, Tea",702
"Cafe, Pizza, Italian, Sandwich",689
"Cafe, Continental, Steak",603
"Beverages, Juices, Ice Cream, Fast Food",325
"Fast Food, Biryani, Seafood, South Indian",1136
"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",2292
"Asian, Continental, European, North Indian, Mediterranean",185
"Fast Food, Rolls, Kebab",1207
"Chinese, North Indian, Mangalorean",818
"Seafood, Chinese, South Indian",2156
"North Indian, Continental, Chinese, Seafood",1831
"Fast Food, Beverages, Desserts",1127
"Continental, Burger, Italian, Pizza, North Indian, Salad",920
"North Indian, Biryani, Charcoal Chicken",1659
"Street Food, Chinese",2331
"Tibetan, Asian, Thai, Chinese, Momos",2393
"North Indian, Mughlai, Asian, Chinese",1921
"Burger, Pizza, Continental",483
"South Indian, Andhra, Chinese, North Indian",2189
"Ice Cream, Fast Food, Beverages, Burger, Desserts, Juices",1332
"Bengali, South Indian, Bihari, Oriya, North Indian",290
"Arabian, Chinese, Kerala, North Indian",123
"South Indian, North Indian, Fast Food, Chinese",2288
"Bengali, Fast Food",277
"Italian, BBQ, Asian, Fast Food",1348
"North Indian, Mughlai, Desserts",1938
"North Indian, South Indian, Andhra, Mughlai",1973
"Continental, Desserts, Beverages",943
"Cafe, Chinese, South Indian",553
"Continental, Pizza, North Indian, Goan, Cafe",1040
"Beverages, Italian, Pizza, Burger",317
"Fast Food, Desserts, Cafe",1169
"Continental, South Indian, North Indian, Arabian",1047
"Fast Food, Burger, Sandwich, Beverages",1149
"Fast Food, Hot dogs",1175
"Cafe, Healthy Food, Fast Food, Beverages",634
"Asian, Japanese, Korean, Thai, Sushi",192
"North Indian, Chinese, Mughlai, Rolls",1775
"North Indian, Chinese, Kebab, Beverages",1754
"Street Food, Chinese, Italian, North Indian",2333
"Ice Cream, Fast Food, Beverages",1331
"Bengali, Continental",276
"Arabian, BBQ, Mexican",112
"Oriya, North Indian",2049
"Continental, Asian, Modern Indian",904
"Healthy Food, Salad, Mediterranean",1297
"South Indian, North Indian, Chinese, Continental",2271
"North Indian, Chinese, Continental, Seafood",1729
"Lebanese, Mughlai, North Indian",1492
"Continental, Italian, Cafe, Beverages, Desserts",974
"South Indian, Cafe",2204
"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",901
"North Indian, Chinese, Rolls, Andhra",1783
"South Indian, North Indian, Chinese, Seafood",2279
"Fast Food, Street Food, Beverages, Chinese",1223
"North Indian, Chinese, Biryani, Seafood, Fast Food, Beverages",1715
"North Indian, Andhra, Chinese, Seafood",1626
"North Indian, South Indian, Chinese, Mexican",2001
"Andhra, Continental, Chinese",77
"Seafood, South Indian, Chinese",2179
"Desserts, North Indian, Chinese",1089
"Mediterranean, BBQ",1527
"Beverages, South Indian",337
"Arabian, Chinese, Continental, North Indian, Finger Food",119
"Italian, European, Mediterranean",1362
"North Indian, Street Food, Pizza",2041
"Continental, Desserts, Italian, Japanese, Mexican, North Indian, South Indian",946
"Fast Food, Italian, Continental",1179
"Cafe, Fast Food, Sandwich, Pizza",630
"Bakery, Fast Food, Pizza, Burger",252
"Fast Food, Continental, Italian, Rolls, Sandwich",1166
"North Indian, South Indian, Kerala, Seafood",2020
"BBQ, Continental, North Indian, Chinese, Beverages",219
"Continental, North Indian, Chinese, Pizza",1016
"European, Mediterranean, Asian, North Indian, South Indian, Momos",1109
"North Indian, Mughlai, Chinese, Kebab, Biryani",1932
"North Indian, Chinese, Hyderabadi, Biryani",1747
"Hyderabadi, Biryani, Andhra",1307
"Biryani, North Indian, Chinese, Kerala",422
"Arabian, Lebanese, Chinese, Rolls, North Indian",135
"North Indian, South Indian, Fast Food, Momos",2014
"South Indian, Kerala, North Indian, Chinese",2255
"Biryani, Kebab, Kerala",395
"Bakery, Salad",260
"Chinese, Nepalese, Tibetan",795
"Kerala, North Indian, Italian, Thai",1459
"Biryani, Chettinad, South Indian, Chinese",359
"North Indian, Pizza",1952
"North Indian, Continental, Italian, Cafe, Pizza, Finger Food",1840
"South Indian, Fast Food, Beverages",2236
"Italian, North Indian, South Indian, Chinese",1381
"Biryani, Chinese, South Indian, North Indian",378
"African, Burger, Desserts, Beverages, Fast Food",1
"North Indian, Chinese, Kebab, Biryani",1755
"Fast Food, Burger, Beverages, Rolls, Sandwich",1141
"Continental, Mediterranean, South Indian, North Indian, Asian",992
"Biryani, Rolls, Middle Eastern, Arabian",441
"Bengali, North Indian, Chinese, Biryani",282
"Andhra, Hyderabadi, Biryani",80
"Arabian, North Indian, Biryani",148
"Asian, Japanese, Vietnamese, Korean, Chinese, Thai",195
"Fast Food, Ice Cream, Beverages",1176
"British, Continental, BBQ",460
"Finger Food, North Indian, Chinese, Italian",1252
"Fast Food, Salad, Desserts",1209
"Burger, Salad, Continental",487
"Chinese, Vietnamese, Desserts",879
"Biryani, South Indian, Chinese, North Indian",450
"Andhra, Chinese, North Indian, Biryani, Beverages",72
"North Indian, Chinese, Biryani, Street Food",1717
"Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",826
"South Indian, Biryani, Chettinad, Juices",2197
"Fast Food, North Indian, Chinese, Biryani",1192
"Pizza, Momos",2083
"Continental, North Indian, Thai",1033
"Pizza, Italian, Chinese, North Indian",2077
"Hyderabadi, Gujarati, Maharashtrian",1311
"American, Italian",33
"North Indian, South Indian, Chinese, Continental, Arabian",1990
"North Indian, South Indian, Chinese, Desserts",1993
"North Indian, South Indian, Biryani, Chinese",1980
"Mughlai, Biryani, Chinese, North Indian",1582
"Bengali, Mughlai, North Indian",279
"Kerala, Biryani, Seafood, North Indian, Chinese",1437
"Beverages, American, Bakery",293
"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",990
Mediterranean,1523
"Continental, Italian, Mediterranean, Salad",979
"South Indian, Asian",2191
"North Indian, Continental, Asian, Italian",1820
"North Indian, Lucknowi, Afghan",1903
"North Indian, Chinese, Street Food, Sandwich",1812
"Italian, North Indian, Continental, BBQ",1376
"Tibetan, Nepalese",2397
"North Indian, Street Food, Biryani",2032
"North Indian, Chinese, Arabian, Momos",1694
